parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,,usecol,idx0,idx1,idx2,i,j,zone
chd__:0_usecol:3_idx0:0_idx1:651_idx2:417,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,0,651,417,,,
chd__:0_usecol:3_idx0:1_idx1:182_idx2:560,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,1,182,560,,,
chd__:0_usecol:3_idx0:1_idx1:653_idx2:423,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,1,653,423,,,
chd__:0_usecol:3_idx0:3_idx1:84_idx2:82,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,84,82,,,
chd__:0_usecol:3_idx0:3_idx1:657_idx2:430,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,657,430,,,
chd__:0_usecol:3_idx0:3_idx1:648_idx2:412,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,648,412,,,
chd__:0_usecol:3_idx0:3_idx1:646_idx2:407,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,646,407,,,
chd__:0_usecol:3_idx0:2_idx1:653_idx2:422,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,2,653,422,,,
chd__:0_usecol:3_idx0:1_idx1:656_idx2:429,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,1,656,429,,,
chd__:0_usecol:3_idx0:3_idx1:654_idx2:425,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,654,425,,,
chd__:0_usecol:3_idx0:1_idx1:653_idx2:421,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,1,653,421,,,
chd__:0_usecol:3_idx0:3_idx1:653_idx2:422,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,653,422,,,
chd__:0_usecol:3_idx0:0_idx1:649_idx2:413,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,0,649,413,,,
chd__:0_usecol:3_idx0:3_idx1:639_idx2:392,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,639,392,,,
chd__:0_usecol:3_idx0:3_idx1:182_idx2:563,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,182,563,,,
chd__:0_usecol:3_idx0:2_idx1:649_idx2:413,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,2,649,413,,,
chd__:0_usecol:3_idx0:3_idx1:656_idx2:428,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,656,428,,,
chd__:0_usecol:3_idx0:3_idx1:85_idx2:81,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,85,81,,,
chd__:0_usecol:3_idx0:1_idx1:654_idx2:425,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,1,654,425,,,
chd__:0_usecol:3_idx0:0_idx1:647_idx2:409,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,0,647,409,,,
chd__:0_usecol:3_idx0:1_idx1:184_idx2:557,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,1,184,557,,,
chd__:0_usecol:3_idx0:3_idx1:652_idx2:420,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,652,420,,,
chd__:0_usecol:3_idx0:3_idx1:182_idx2:542,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,182,542,,,
chd__:0_usecol:3_idx0:2_idx1:650_idx2:415,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,2,650,415,,,
chd__:0_usecol:3_idx0:2_idx1:646_idx2:408,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,2,646,408,,,
chd__:0_usecol:3_idx0:3_idx1:435_idx2:210,fixed,factor,1.0,1.0,1.0,chd,1.0,0.0,1,,0,3,3,435,210,,,
k_pp_:0_i:10_j:130,log,factor,0.9815405,0.8055625,1.257225,k_pp_:0,1.0,0.0,1,,0,,,,,10,130,
k_pp_:0_i:30_j:130,log,factor,1.031675,0.837163,1.25803,k_pp_:0,1.0,0.0,1,,0,,,,,30,130,
k_pp_:0_i:30_j:150,log,factor,0.983589,0.816821,1.2739925,k_pp_:0,1.0,0.0,1,,0,,,,,30,150,
k_pp_:0_i:50_j:110,log,factor,1.002165,0.8182795,1.24218,k_pp_:0,1.0,0.0,1,,0,,,,,50,110,
k_pp_:0_i:50_j:130,log,factor,1.04783,0.82615275,1.2265525,k_pp_:0,1.0,0.0,1,,0,,,,,50,130,
k_pp_:0_i:50_j:150,log,factor,1.02412,0.8463045,1.2541725,k_pp_:0,1.0,0.0,1,,0,,,,,50,150,
k_pp_:0_i:70_j:110,log,factor,1.019705,0.8215155,1.2222625,k_pp_:0,1.0,0.0,1,,0,,,,,70,110,
k_pp_:0_i:70_j:130,log,factor,1.03991,0.86114075,1.2595175,k_pp_:0,1.0,0.0,1,,0,,,,,70,130,
k_pp_:0_i:70_j:150,log,factor,1.022385,0.8209815,1.2721525,k_pp_:0,1.0,0.0,1,,0,,,,,70,150,
k_pp_:0_i:70_j:170,log,factor,0.996167,0.80661025,1.2273,k_pp_:0,1.0,0.0,1,,0,,,,,70,170,
k_pp_:0_i:70_j:190,log,factor,0.995936,0.80926875,1.229715,k_pp_:0,1.0,0.0,1,,0,,,,,70,190,
k_pp_:0_i:70_j:270,log,factor,1.00366,0.794623,1.2436725,k_pp_:0,1.0,0.0,1,,0,,,,,70,270,
k_pp_:0_i:70_j:290,log,factor,0.997947,0.83252025,1.20508,k_pp_:0,1.0,0.0,1,,0,,,,,70,290,
k_pp_:0_i:70_j:310,log,factor,0.964816,0.80317125,1.1367175,k_pp_:0,1.0,0.0,1,,0,,,,,70,310,
k_pp_:0_i:70_j:330,log,factor,0.9868205,0.79079775,1.22316,k_pp_:0,1.0,0.0,1,,0,,,,,70,330,
k_pp_:0_i:70_j:350,log,factor,1.000545,0.806998,1.2519875,k_pp_:0,1.0,0.0,1,,0,,,,,70,350,
k_pp_:0_i:90_j:90,log,factor,0.988143,0.785771,1.1910425,k_pp_:0,1.0,0.0,1,,0,,,,,90,90,
k_pp_:0_i:90_j:110,log,factor,0.971254,0.80112125,1.1837775,k_pp_:0,1.0,0.0,1,,0,,,,,90,110,
k_pp_:0_i:90_j:170,log,factor,0.9858005,0.80114375,1.2407225,k_pp_:0,1.0,0.0,1,,0,,,,,90,170,
k_pp_:0_i:90_j:270,log,factor,0.972823,0.76821275,1.2397775,k_pp_:0,1.0,0.0,1,,0,,,,,90,270,
k_pp_:0_i:90_j:290,log,factor,0.9520115,0.79036825,1.2059225,k_pp_:0,1.0,0.0,1,,0,,,,,90,290,
k_pp_:0_i:90_j:310,log,factor,1.05159,0.83046125,1.2933525,k_pp_:0,1.0,0.0,1,,0,,,,,90,310,
k_pp_:0_i:90_j:330,log,factor,1.033375,0.83859125,1.2828425,k_pp_:0,1.0,0.0,1,,0,,,,,90,330,
k_pp_:0_i:90_j:350,log,factor,1.002705,0.83399875,1.252335,k_pp_:0,1.0,0.0,1,,0,,,,,90,350,
k_pp_:0_i:90_j:370,log,factor,1.007575,0.81835525,1.2344675,k_pp_:0,1.0,0.0,1,,0,,,,,90,370,
k_pp_:0_i:90_j:390,log,factor,0.9788645,0.82867775,1.1891575,k_pp_:0,1.0,0.0,1,,0,,,,,90,390,
k_pp_:0_i:110_j:70,log,factor,0.99789,0.780654,1.1991475,k_pp_:0,1.0,0.0,1,,0,,,,,110,70,
k_pp_:0_i:110_j:90,log,factor,1.024105,0.82505125,1.22278,k_pp_:0,1.0,0.0,1,,0,,,,,110,90,
k_pp_:0_i:110_j:110,log,factor,0.962968,0.785698,1.2037575,k_pp_:0,1.0,0.0,1,,0,,,,,110,110,
k_pp_:0_i:110_j:130,log,factor,1.01748,0.82421125,1.23247,k_pp_:0,1.0,0.0,1,,0,,,,,110,130,
k_pp_:0_i:110_j:250,log,factor,0.9986535,0.827602,1.2480925,k_pp_:0,1.0,0.0,1,,0,,,,,110,250,
k_pp_:0_i:110_j:310,log,factor,1.041655,0.82554375,1.300485,k_pp_:0,1.0,0.0,1,,0,,,,,110,310,
k_pp_:0_i:110_j:330,log,factor,1.010895,0.81626075,1.2587725,k_pp_:0,1.0,0.0,1,,0,,,,,110,330,
k_pp_:0_i:110_j:350,log,factor,1.008885,0.79029025,1.237245,k_pp_:0,1.0,0.0,1,,0,,,,,110,350,
k_pp_:0_i:110_j:370,log,factor,0.997876,0.79098825,1.2824925,k_pp_:0,1.0,0.0,1,,0,,,,,110,370,
k_pp_:0_i:110_j:390,log,factor,1.004675,0.8112315,1.2598775,k_pp_:0,1.0,0.0,1,,0,,,,,110,390,
k_pp_:0_i:130_j:50,log,factor,0.9925575,0.8073895,1.2537675,k_pp_:0,1.0,0.0,1,,0,,,,,130,50,
k_pp_:0_i:130_j:70,log,factor,1.003595,0.83968675,1.265775,k_pp_:0,1.0,0.0,1,,0,,,,,130,70,
k_pp_:0_i:130_j:90,log,factor,0.9988455,0.81516475,1.23805,k_pp_:0,1.0,0.0,1,,0,,,,,130,90,
k_pp_:0_i:130_j:150,log,factor,0.981221,0.816802,1.2162425,k_pp_:0,1.0,0.0,1,,0,,,,,130,150,
k_pp_:0_i:130_j:230,log,factor,0.9939015,0.8250595,1.2218375,k_pp_:0,1.0,0.0,1,,0,,,,,130,230,
k_pp_:0_i:130_j:250,log,factor,0.9824005,0.80618975,1.19692,k_pp_:0,1.0,0.0,1,,0,,,,,130,250,
k_pp_:0_i:130_j:310,log,factor,1.016525,0.83290175,1.22856,k_pp_:0,1.0,0.0,1,,0,,,,,130,310,
k_pp_:0_i:130_j:330,log,factor,0.981086,0.8183655,1.22256,k_pp_:0,1.0,0.0,1,,0,,,,,130,330,
k_pp_:0_i:130_j:350,log,factor,1.00052,0.80963925,1.2911875,k_pp_:0,1.0,0.0,1,,0,,,,,130,350,
k_pp_:0_i:130_j:370,log,factor,0.9984135,0.82805175,1.2130875,k_pp_:0,1.0,0.0,1,,0,,,,,130,370,
k_pp_:0_i:130_j:390,log,factor,1.002375,0.792351,1.2069025,k_pp_:0,1.0,0.0,1,,0,,,,,130,390,
k_pp_:0_i:150_j:50,log,factor,1.030885,0.80522375,1.2364575,k_pp_:0,1.0,0.0,1,,0,,,,,150,50,
k_pp_:0_i:150_j:70,log,factor,0.9889705,0.795718,1.2364025,k_pp_:0,1.0,0.0,1,,0,,,,,150,70,
k_pp_:0_i:150_j:150,log,factor,0.9571745,0.77190875,1.1550225,k_pp_:0,1.0,0.0,1,,0,,,,,150,150,
k_pp_:0_i:150_j:190,log,factor,1.014615,0.81065225,1.2545725,k_pp_:0,1.0,0.0,1,,0,,,,,150,190,
k_pp_:0_i:150_j:210,log,factor,0.9917395,0.818272,1.2314075,k_pp_:0,1.0,0.0,1,,0,,,,,150,210,
k_pp_:0_i:150_j:250,log,factor,1.03409,0.82923675,1.265435,k_pp_:0,1.0,0.0,1,,0,,,,,150,250,
k_pp_:0_i:150_j:310,log,factor,0.9842465,0.7961005,1.2041975,k_pp_:0,1.0,0.0,1,,0,,,,,150,310,
k_pp_:0_i:150_j:330,log,factor,1.0256,0.818914,1.2607225,k_pp_:0,1.0,0.0,1,,0,,,,,150,330,
k_pp_:0_i:150_j:370,log,factor,0.9904865,0.8335525,1.23269,k_pp_:0,1.0,0.0,1,,0,,,,,150,370,
k_pp_:0_i:150_j:390,log,factor,1.022185,0.81239475,1.2065675,k_pp_:0,1.0,0.0,1,,0,,,,,150,390,
k_pp_:0_i:150_j:410,log,factor,0.9844295,0.79521825,1.2018025,k_pp_:0,1.0,0.0,1,,0,,,,,150,410,
k_pp_:0_i:170_j:190,log,factor,0.993384,0.79664175,1.2020075,k_pp_:0,1.0,0.0,1,,0,,,,,170,190,
k_pp_:0_i:170_j:210,log,factor,0.9785605,0.804027,1.24269,k_pp_:0,1.0,0.0,1,,0,,,,,170,210,
k_pp_:0_i:170_j:290,log,factor,1.000175,0.7946755,1.2787025,k_pp_:0,1.0,0.0,1,,0,,,,,170,290,
k_pp_:0_i:170_j:310,log,factor,0.9950795,0.81713225,1.2317725,k_pp_:0,1.0,0.0,1,,0,,,,,170,310,
k_pp_:0_i:170_j:330,log,factor,1.01849,0.83554825,1.236995,k_pp_:0,1.0,0.0,1,,0,,,,,170,330,
k_pp_:0_i:170_j:370,log,factor,0.999927,0.8663525,1.2072125,k_pp_:0,1.0,0.0,1,,0,,,,,170,370,
k_pp_:0_i:170_j:390,log,factor,1.017215,0.84341125,1.3044375,k_pp_:0,1.0,0.0,1,,0,,,,,170,390,
k_pp_:0_i:170_j:410,log,factor,1.043135,0.79417825,1.280355,k_pp_:0,1.0,0.0,1,,0,,,,,170,410,
k_pp_:0_i:170_j:430,log,factor,1.03064,0.7955695,1.2515075,k_pp_:0,1.0,0.0,1,,0,,,,,170,430,
k_pp_:0_i:190_j:130,log,factor,0.9422475,0.7781275,1.16607,k_pp_:0,1.0,0.0,1,,0,,,,,190,130,
k_pp_:0_i:190_j:150,log,factor,1.03203,0.80057725,1.2637725,k_pp_:0,1.0,0.0,1,,0,,,,,190,150,
k_pp_:0_i:190_j:310,log,factor,1.00056,0.814531,1.2379,k_pp_:0,1.0,0.0,1,,0,,,,,190,310,
k_pp_:0_i:190_j:330,log,factor,1.022935,0.83123575,1.2688475,k_pp_:0,1.0,0.0,1,,0,,,,,190,330,
k_pp_:0_i:190_j:370,log,factor,1.00267,0.788541,1.2374975,k_pp_:0,1.0,0.0,1,,0,,,,,190,370,
k_pp_:0_i:190_j:410,log,factor,0.994808,0.796886,1.2172225,k_pp_:0,1.0,0.0,1,,0,,,,,190,410,
k_pp_:0_i:190_j:430,log,factor,1.004665,0.80357575,1.214345,k_pp_:0,1.0,0.0,1,,0,,,,,190,430,
k_pp_:0_i:210_j:210,log,factor,1.03466,0.84031,1.2312475,k_pp_:0,1.0,0.0,1,,0,,,,,210,210,
k_pp_:0_i:210_j:310,log,factor,0.979925,0.801289,1.234125,k_pp_:0,1.0,0.0,1,,0,,,,,210,310,
k_pp_:0_i:210_j:370,log,factor,1.00163,0.81267525,1.242545,k_pp_:0,1.0,0.0,1,,0,,,,,210,370,
k_pp_:0_i:210_j:390,log,factor,0.973794,0.77763575,1.23778,k_pp_:0,1.0,0.0,1,,0,,,,,210,390,
k_pp_:0_i:210_j:490,log,factor,1.00157,0.80156425,1.25165,k_pp_:0,1.0,0.0,1,,0,,,,,210,490,
k_pp_:0_i:210_j:530,log,factor,0.9989195,0.786703,1.198635,k_pp_:0,1.0,0.0,1,,0,,,,,210,530,
k_pp_:0_i:210_j:550,log,factor,0.9702205,0.8231515,1.20222,k_pp_:0,1.0,0.0,1,,0,,,,,210,550,
k_pp_:0_i:230_j:530,log,factor,1.03706,0.82469175,1.315615,k_pp_:0,1.0,0.0,1,,0,,,,,230,530,
k_pp_:0_i:250_j:290,log,factor,1.015075,0.81527175,1.296855,k_pp_:0,1.0,0.0,1,,0,,,,,250,290,
k_pp_:0_i:250_j:310,log,factor,0.983958,0.82192375,1.2232575,k_pp_:0,1.0,0.0,1,,0,,,,,250,310,
k_pp_:0_i:250_j:410,log,factor,1.004805,0.8420285,1.24469,k_pp_:0,1.0,0.0,1,,0,,,,,250,410,
k_pp_:0_i:250_j:530,log,factor,0.980559,0.78209925,1.1979425,k_pp_:0,1.0,0.0,1,,0,,,,,250,530,
k_pp_:0_i:270_j:190,log,factor,1.00603,0.81070025,1.2514625,k_pp_:0,1.0,0.0,1,,0,,,,,270,190,
k_pp_:0_i:270_j:210,log,factor,1.02786,0.811234,1.2890025,k_pp_:0,1.0,0.0,1,,0,,,,,270,210,
k_pp_:0_i:270_j:230,log,factor,0.9908575,0.77439225,1.2155725,k_pp_:0,1.0,0.0,1,,0,,,,,270,230,
k_pp_:0_i:270_j:250,log,factor,1.032455,0.82027525,1.21174,k_pp_:0,1.0,0.0,1,,0,,,,,270,250,
k_pp_:0_i:270_j:290,log,factor,0.9920565,0.83197975,1.20707,k_pp_:0,1.0,0.0,1,,0,,,,,270,290,
k_pp_:0_i:270_j:310,log,factor,1.027775,0.850277,1.2412625,k_pp_:0,1.0,0.0,1,,0,,,,,270,310,
k_pp_:0_i:270_j:370,log,factor,0.983127,0.7832375,1.17172,k_pp_:0,1.0,0.0,1,,0,,,,,270,370,
k_pp_:0_i:270_j:390,log,factor,1.02125,0.82788625,1.2534675,k_pp_:0,1.0,0.0,1,,0,,,,,270,390,
k_pp_:0_i:270_j:410,log,factor,1.00284,0.81834,1.200545,k_pp_:0,1.0,0.0,1,,0,,,,,270,410,
k_pp_:0_i:270_j:470,log,factor,0.9566235,0.8244315,1.2091225,k_pp_:0,1.0,0.0,1,,0,,,,,270,470,
k_pp_:0_i:270_j:490,log,factor,1.013065,0.84819025,1.2452325,k_pp_:0,1.0,0.0,1,,0,,,,,270,490,
k_pp_:0_i:270_j:510,log,factor,0.9966135,0.79733,1.254905,k_pp_:0,1.0,0.0,1,,0,,,,,270,510,
k_pp_:0_i:270_j:530,log,factor,1.027365,0.82895425,1.2524225,k_pp_:0,1.0,0.0,1,,0,,,,,270,530,
k_pp_:0_i:290_j:170,log,factor,1.012405,0.808195,1.254435,k_pp_:0,1.0,0.0,1,,0,,,,,290,170,
k_pp_:0_i:290_j:290,log,factor,1.013205,0.80293975,1.2403275,k_pp_:0,1.0,0.0,1,,0,,,,,290,290,
k_pp_:0_i:290_j:310,log,factor,1.05186,0.8426105,1.249175,k_pp_:0,1.0,0.0,1,,0,,,,,290,310,
k_pp_:0_i:290_j:330,log,factor,1.003035,0.82996725,1.192115,k_pp_:0,1.0,0.0,1,,0,,,,,290,330,
k_pp_:0_i:290_j:350,log,factor,1.04651,0.8087795,1.2875625,k_pp_:0,1.0,0.0,1,,0,,,,,290,350,
k_pp_:0_i:290_j:370,log,factor,0.9898,0.82751975,1.239415,k_pp_:0,1.0,0.0,1,,0,,,,,290,370,
k_pp_:0_i:290_j:390,log,factor,0.971282,0.75815025,1.211335,k_pp_:0,1.0,0.0,1,,0,,,,,290,390,
k_pp_:0_i:290_j:410,log,factor,0.998807,0.8083355,1.2391775,k_pp_:0,1.0,0.0,1,,0,,,,,290,410,
k_pp_:0_i:310_j:190,log,factor,1.0415,0.83526025,1.2509,k_pp_:0,1.0,0.0,1,,0,,,,,310,190,
k_pp_:0_i:310_j:330,log,factor,0.9636635,0.78529725,1.17747,k_pp_:0,1.0,0.0,1,,0,,,,,310,330,
k_pp_:0_i:310_j:370,log,factor,0.983924,0.81329125,1.2693725,k_pp_:0,1.0,0.0,1,,0,,,,,310,370,
k_pp_:0_i:330_j:210,log,factor,1.037915,0.84381,1.2818725,k_pp_:0,1.0,0.0,1,,0,,,,,330,210,
k_pp_:0_i:330_j:270,log,factor,1.00586,0.811708,1.219715,k_pp_:0,1.0,0.0,1,,0,,,,,330,270,
k_pp_:0_i:330_j:370,log,factor,1.05538,0.851109,1.2782525,k_pp_:0,1.0,0.0,1,,0,,,,,330,370,
k_pp_:0_i:330_j:390,log,factor,1.006065,0.79651825,1.200545,k_pp_:0,1.0,0.0,1,,0,,,,,330,390,
k_pp_:0_i:330_j:510,log,factor,0.952603,0.76687325,1.16116,k_pp_:0,1.0,0.0,1,,0,,,,,330,510,
k_pp_:0_i:350_j:210,log,factor,0.9872945,0.77503125,1.24064,k_pp_:0,1.0,0.0,1,,0,,,,,350,210,
k_pp_:0_i:350_j:270,log,factor,0.994867,0.7906745,1.2372975,k_pp_:0,1.0,0.0,1,,0,,,,,350,270,
k_pp_:0_i:350_j:310,log,factor,0.995174,0.8089705,1.256355,k_pp_:0,1.0,0.0,1,,0,,,,,350,310,
k_pp_:0_i:350_j:330,log,factor,1.026885,0.82041225,1.291985,k_pp_:0,1.0,0.0,1,,0,,,,,350,330,
k_pp_:0_i:350_j:430,log,factor,0.9959825,0.79333675,1.2089975,k_pp_:0,1.0,0.0,1,,0,,,,,350,430,
k_pp_:0_i:350_j:470,log,factor,1.020275,0.8039735,1.2367825,k_pp_:0,1.0,0.0,1,,0,,,,,350,470,
k_pp_:0_i:350_j:490,log,factor,1.026995,0.8503365,1.2205975,k_pp_:0,1.0,0.0,1,,0,,,,,350,490,
k_pp_:0_i:350_j:510,log,factor,0.9847985,0.80307,1.2032025,k_pp_:0,1.0,0.0,1,,0,,,,,350,510,
k_pp_:0_i:370_j:310,log,factor,1.049705,0.823844,1.2743925,k_pp_:0,1.0,0.0,1,,0,,,,,370,310,
k_pp_:0_i:370_j:330,log,factor,0.9796755,0.80136075,1.20449,k_pp_:0,1.0,0.0,1,,0,,,,,370,330,
k_pp_:0_i:370_j:370,log,factor,0.9797295,0.7972415,1.2286475,k_pp_:0,1.0,0.0,1,,0,,,,,370,370,
k_pp_:0_i:370_j:470,log,factor,1.002945,0.83681875,1.232215,k_pp_:0,1.0,0.0,1,,0,,,,,370,470,
k_pp_:0_i:370_j:490,log,factor,1.01952,0.82961225,1.2654725,k_pp_:0,1.0,0.0,1,,0,,,,,370,490,
k_pp_:0_i:390_j:350,log,factor,1.004225,0.783498,1.207705,k_pp_:0,1.0,0.0,1,,0,,,,,390,350,
k_pp_:0_i:390_j:370,log,factor,1.014315,0.8138875,1.2161825,k_pp_:0,1.0,0.0,1,,0,,,,,390,370,
k_pp_:0_i:390_j:390,log,factor,1.01859,0.81607025,1.2246675,k_pp_:0,1.0,0.0,1,,0,,,,,390,390,
k_pp_:0_i:390_j:410,log,factor,1.015005,0.823069,1.2314675,k_pp_:0,1.0,0.0,1,,0,,,,,390,410,
k_pp_:0_i:390_j:490,log,factor,0.980658,0.78920025,1.2517,k_pp_:0,1.0,0.0,1,,0,,,,,390,490,
k_pp_:0_i:410_j:210,log,factor,1.00073,0.81323325,1.237935,k_pp_:0,1.0,0.0,1,,0,,,,,410,210,
k_pp_:0_i:410_j:250,log,factor,1.001495,0.8136675,1.240945,k_pp_:0,1.0,0.0,1,,0,,,,,410,250,
k_pp_:0_i:410_j:330,log,factor,1.01715,0.843077,1.2858875,k_pp_:0,1.0,0.0,1,,0,,,,,410,330,
k_pp_:0_i:410_j:350,log,factor,1.000765,0.80512125,1.294015,k_pp_:0,1.0,0.0,1,,0,,,,,410,350,
k_pp_:0_i:410_j:370,log,factor,1.013205,0.81564375,1.25643,k_pp_:0,1.0,0.0,1,,0,,,,,410,370,
k_pp_:0_i:410_j:390,log,factor,0.9936755,0.8229375,1.238555,k_pp_:0,1.0,0.0,1,,0,,,,,410,390,
k_pp_:0_i:410_j:410,log,factor,0.9707455,0.78291425,1.2422225,k_pp_:0,1.0,0.0,1,,0,,,,,410,410,
k_pp_:0_i:410_j:490,log,factor,0.998783,0.7905315,1.240335,k_pp_:0,1.0,0.0,1,,0,,,,,410,490,
k_pp_:0_i:430_j:210,log,factor,1.00735,0.838923,1.245075,k_pp_:0,1.0,0.0,1,,0,,,,,430,210,
k_pp_:0_i:430_j:250,log,factor,0.9809635,0.7935455,1.2069475,k_pp_:0,1.0,0.0,1,,0,,,,,430,250,
k_pp_:0_i:430_j:290,log,factor,0.9770235,0.805535,1.20878,k_pp_:0,1.0,0.0,1,,0,,,,,430,290,
k_pp_:0_i:430_j:310,log,factor,1.003185,0.835472,1.2222125,k_pp_:0,1.0,0.0,1,,0,,,,,430,310,
k_pp_:0_i:430_j:330,log,factor,0.9782055,0.78697,1.202295,k_pp_:0,1.0,0.0,1,,0,,,,,430,330,
k_pp_:0_i:430_j:350,log,factor,1.02442,0.81826525,1.25852,k_pp_:0,1.0,0.0,1,,0,,,,,430,350,
k_pp_:0_i:430_j:370,log,factor,0.9900455,0.79073425,1.1981675,k_pp_:0,1.0,0.0,1,,0,,,,,430,370,
k_pp_:0_i:430_j:390,log,factor,0.9801605,0.799101,1.216075,k_pp_:0,1.0,0.0,1,,0,,,,,430,390,
k_pp_:0_i:430_j:430,log,factor,1.00335,0.81195725,1.226205,k_pp_:0,1.0,0.0,1,,0,,,,,430,430,
k_pp_:0_i:430_j:490,log,factor,1.008735,0.8209395,1.256175,k_pp_:0,1.0,0.0,1,,0,,,,,430,490,
k_pp_:0_i:450_j:270,log,factor,0.9763745,0.8012335,1.2209725,k_pp_:0,1.0,0.0,1,,0,,,,,450,270,
k_pp_:0_i:450_j:290,log,factor,1.01304,0.806259,1.2798625,k_pp_:0,1.0,0.0,1,,0,,,,,450,290,
k_pp_:0_i:450_j:310,log,factor,1.021075,0.81181125,1.3070575,k_pp_:0,1.0,0.0,1,,0,,,,,450,310,
k_pp_:0_i:450_j:350,log,factor,1.011325,0.8263855,1.2479075,k_pp_:0,1.0,0.0,1,,0,,,,,450,350,
k_pp_:0_i:450_j:370,log,factor,0.9982405,0.772045,1.2197725,k_pp_:0,1.0,0.0,1,,0,,,,,450,370,
k_pp_:0_i:450_j:430,log,factor,1.01422,0.79774475,1.2303775,k_pp_:0,1.0,0.0,1,,0,,,,,450,430,
k_pp_:0_i:450_j:450,log,factor,1.001505,0.79699,1.218315,k_pp_:0,1.0,0.0,1,,0,,,,,450,450,
k_pp_:0_i:450_j:470,log,factor,0.995025,0.76051575,1.1862475,k_pp_:0,1.0,0.0,1,,0,,,,,450,470,
k_pp_:0_i:450_j:490,log,factor,0.9755825,0.8052635,1.2478375,k_pp_:0,1.0,0.0,1,,0,,,,,450,490,
k_pp_:0_i:470_j:230,log,factor,1.01641,0.80619375,1.2317975,k_pp_:0,1.0,0.0,1,,0,,,,,470,230,
k_pp_:0_i:470_j:250,log,factor,1.037935,0.819529,1.26611,k_pp_:0,1.0,0.0,1,,0,,,,,470,250,
k_pp_:0_i:470_j:270,log,factor,0.992701,0.8277205,1.235825,k_pp_:0,1.0,0.0,1,,0,,,,,470,270,
k_pp_:0_i:470_j:290,log,factor,1.01204,0.8224015,1.27462,k_pp_:0,1.0,0.0,1,,0,,,,,470,290,
k_pp_:0_i:470_j:310,log,factor,1.02141,0.8657795,1.238605,k_pp_:0,1.0,0.0,1,,0,,,,,470,310,
k_pp_:0_i:470_j:330,log,factor,0.979948,0.7965715,1.2256175,k_pp_:0,1.0,0.0,1,,0,,,,,470,330,
k_pp_:0_i:470_j:350,log,factor,0.9957905,0.83197075,1.246665,k_pp_:0,1.0,0.0,1,,0,,,,,470,350,
k_pp_:0_i:470_j:370,log,factor,1.009875,0.78632025,1.23638,k_pp_:0,1.0,0.0,1,,0,,,,,470,370,
k_pp_:0_i:470_j:450,log,factor,1.035185,0.82071375,1.2666025,k_pp_:0,1.0,0.0,1,,0,,,,,470,450,
k_pp_:0_i:470_j:470,log,factor,0.997459,0.80649625,1.205615,k_pp_:0,1.0,0.0,1,,0,,,,,470,470,
k_pp_:0_i:470_j:490,log,factor,1.01568,0.83889325,1.2565075,k_pp_:0,1.0,0.0,1,,0,,,,,470,490,
k_pp_:0_i:490_j:270,log,factor,1.007835,0.8205595,1.23815,k_pp_:0,1.0,0.0,1,,0,,,,,490,270,
k_pp_:0_i:490_j:290,log,factor,0.985325,0.80381075,1.2472925,k_pp_:0,1.0,0.0,1,,0,,,,,490,290,
k_pp_:0_i:490_j:310,log,factor,1.01953,0.81912975,1.23224,k_pp_:0,1.0,0.0,1,,0,,,,,490,310,
k_pp_:0_i:490_j:330,log,factor,1.052385,0.858148,1.2728575,k_pp_:0,1.0,0.0,1,,0,,,,,490,330,
k_pp_:0_i:490_j:370,log,factor,0.9630465,0.78029275,1.1530775,k_pp_:0,1.0,0.0,1,,0,,,,,490,370,
